text,cefr_level
Discord allows users to connect to their account to their Twitch . tv .,B1
"This system is found in most fish , including sharks .",B1
There are many churches and historical buildings .,B1
It was discovered around 6000 BC that wheat seeds could be crushed between simple millstones to make flour .,B1
This plant is adaptable and easy to grow .,B1
A large number of settlers arrived in the 1850s and 1860s .,B1
Visibility less than 100 m is often called zero .,B1
Visibility of less than 100 m is usually reported as zero .,B1
Oxygen is the most common element by mass on Earth .,B1
"By the morning of Friday , July 21 , the fire had been reported at 74,083 acres at 15 % containment .",B1
Very little is known about how long they live .,B1
Very little is known of the species ' lifespan .,B1
There were two phases to the operation .,B1
There were two parts to the operation .,B1
The unit deals with many water issues in industry and mining .,B1
The unit deals with cross disciplinary water issues relating to industry and mining .,B1
The executive in a legal system serves as the center of political authority of the State .,B1
Critics commented on the film 's misleading advertisement campaign .,B1
Reviewers criticized the film 's advertisement campaign .,B1
The first movement is written in sonata form .,B1
"However , during the 20th century the river got worse .",B1
A person 's speaking vocabulary is all the words they use in speech .,B1
The vocabulary a person uses is all the words that person knows and uses .,B1
More detail on the health of the drive may be obtained by examining the S. M. A. R. T. Attributes .,B1
"The 1880 census found the population of the United States to be 50,189,209 .",B1
Credits taken from album notes .,B1
Credits are adapted from the album 's liner notes .,B1
The regular season ends in the middle of April .,B1
"Around the middle of April , the regular season ends .",B1
"On Friday , drivers had a 45 - minute free practice session and a 30 - minute qualifying session .",B1
"In more recent years , many projects have attempted to bridge the gap in our knowledge caused by the Zone of Avoidance .",B1
"During December to March , the lake turns to a vibrant cobalt blue color .",B1
"In 2007 , Rose suffered a stroke that left him with speech and movement difficulties .",B1
"The planes , with many damaged aircraft , landed on their carriers between 12 : 50 and 14 : 30 .",B1
The middlegame is the part of the game after most pieces have been developed .,B1
The middlegame is the part of the game which starts after the opening .,B1
"Since 2002 , he was also foreign trade advisers of France .",B1
"Since 2002 , he has also been an adviser of France .",B1
The upper side of the wings is a dark reddish - brown color .,B1
Sexual reproduction first appeared about a billion years ago .,B1
Air cooling is making the temperature of an object lower using air .,B1
Polo is not always played on ponies .,B1
Nomads keep moving for different reasons .,B1
The specimen was probably not fully grown at the time of its death .,B1
Costa Rica developed high literacy rates and education levels .,B1
Costa Rica has developed high education levels .,B1
"In order to make it possible for all the Form 3 students to study as Form 4 in the school , the school changed the class structure .",B1
The following artists spent the most weeks at number one on the chart during the 2000s .,B1
The following artists achieved four or more number-one hits during the 2000s .,B1
Hopes that the ballet would be ready in May were dashed .,B1
Hopes that the ballet would be ready in May were dashed and the opening night was postponed several times .,B1
"In July 2010 , it was announced that casting had begun for a second season .",B1
The libretto is not always written before the music .,B1
Strategic bombing was an idea first tried in World War I .,B1
"Strategic bombing was used in World War I , though it was not understood in its present form .",B1
This situation almost happened again in 2004 .,B1
There are many different versions of this song .,B1
There are many different versions of the lyrics to the song .,B1
"The sea , characterized by severe climate , is frozen over most of the year .",B1
"By 1600 , rockets were being used in some parts of Europe .",B1
A fully grown adult is about 1.8 m length and weighs 90 -.,B1
